EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
571215959,HEALTH POLICY RESEARCH NORTHWEST,% DAVID L COLE TRES,1800 MILLRACE DR,EUGENE,OR,97403-1992,0000,03,3,1000,200607,1,15,000000000,1,01,201412,0,1,02,0,12,0,2090,2090,,
571218027,BRONZE BLUES AND BREWS,% KAREN JACKSON,PO BOX 362,JOSEPH,OR,97846-0362,0000,04,3,1000,200701,2,00,000000000,1,01,201612,2,3,01,0,12,14735,86874,11054,T21,
571218484,GREENSPRINGS FIRE AND RESCUE,% CHRISTOPHER MOESCHL,11471 HIGHWAY 66,ASHLAND,OR,97520-9497,0000,03,3,1000,200603,1,15,000000000,1,01,201612,4,3,02,0,12,101710,33322,33322,M24,
571219725,BADGER RUN WILDLIFE REHAB,% ELIZABETH BURTON,15993 HOMESTEAD LN,KLAMATH FALLS,OR,97601-9124,0000,03,3,1200,200512,1,15,000000000,1,01,201612,4,3,02,0,12,103276,39464,39464,D34,
571219989,IIGX1,% EIMANUEL AUTZZAIEE-AYA,PO BOX 4991,PORTLAND,OR,97208-4991,0000,03,3,2000,201203,1,15,000000000,1,01,201512,0,0,02,0,12,0,0,0,B99,
571222364,UMPQUA FISHERY ENHANCEMENT DERBY,% DONNA JOHNSON,3000 NW STEWART PKWY STE 104,ROSEBURG,OR,97471-1670,0000,03,3,1000,200608,1,15,000000000,1,01,201612,3,4,01,0,12,96185,175211,128058,C30,
571223888,COLONEL JOHN BOYD MEMORIAL SCHOLARSHIP INC,% MIKE NIEHUSER,5956 NW 213TH PL,PORTLAND,OR,97229-7102,0000,03,3,1000,200701,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,,
571229752,NEW PARADISE WORSHIP CENTER,% DWYANE ONEIL FLEMING SR,4100 SE 182ND AVE,GRESHAM,OR,97030-5062,0000,03,3,7000,200704,1,10,000000000,1,01,,0,0,06,0,02,,,,X20,
571234206,A CHILDS HAVEN,% PEGGY COATS,PO BOX 605,DALLAS,OR,97338-0605,0000,03,3,1200,200805,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,B99,
571238388,SPRAGUE HIGH SCHOOL WATER POLO CLUB,% MARGUERITE KENAGY,PO BOX 4492,SALEM,OR,97302-8492,0000,03,3,1000,200611,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,N60,
571241401,DR JOHN LEE INSTITUTE,% JAY MEAD,16255 SE 130TH AVE,CLACKAMAS,OR,97015-8948,0000,03,3,1000,200701,1,16,000000000,1,01,201612,2,0,02,0,12,16377,0,0,B99,
581538846,SMOCKING ARTS GUILD OF AMERICA INC,% MAUREEN MCKINNEY OLBRICH,11 CONDOLEA DR,LAKE OSWEGO,OR,97035-1003,8513,03,9,2000,198107,1,16,149995000,5,01,201612,0,0,02,0,12,0,0,0,,ROSE TRELLIS SMOCKERS
581570922,THE LANIER TRIO INC,% JOHN C LEWIS,815 SW REGENCY TER,PORTLAND,OR,97225-6065,0000,03,3,2000,198405,1,16,090000000,1,01,201612,0,0,02,0,12,0,0,0,,
581756434,CHI PHI FRATERNITY INC,% JOSHUA PRICE,PO BOX 1606,WILSONVILLE,OR,97070-1606,0409,07,9,1000,198710,0,00,036000000,1,01,201612,0,0,02,0,12,0,0,0,,OREGON STATE CHI PHI ASSN INC
581783676,AMERICAN ROSE SOCIETY,% HAMBIE WEBER,2120 LAUREL ST,FOREST GROVE,OR,97116-1842,7044,03,9,2000,198306,1,16,149000000,5,01,201612,0,0,02,0,12,0,0,0,,TUALATIN VALLEY ROSE SOCIETY
581784472,INDEPENDENT ORDER OF ODD FELLOWS,% THERESA WEAVER,209 N MAIN ST,MILTON FRWTR,OR,97862-1848,0028,08,9,1000,197211,1,00,036382265,5,01,201612,0,0,02,0,12,0,0,0,,202 FREEWATER LODGE
581789113,INTERNATIONAL PENTECOSTAL HOLINESS CHURCH,,PO BOX 1786,GRESHAM,OR,97030-0542,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,LIVING WATERS WORSHIP CENTER
581789116,FAITH CENTER CHURCH,,RT 2 BOX 105,ALBANY,OR,97321-9802,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,PENTECOSTAL HOLINESS CHURCH INC
581789117,TRINITY TEMPLE CHURCH,,3RD MONTGOMERY,ALBANY,OR,97321-0000,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,PENTECOSTAL HOLINESS CHURCH INC
581789124,COMMUNITY FAITH CHURCH,,2035 MAIN ST,SPRINGFIELD,OR,97477-5057,1619,03,9,7400,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,PENTECOSTAL HOLINESS CHURCH
581799393,NATIONAL RURAL LETTER CARRIERS ASSOCIATION,% DANIELLE FRANKLIN,2066 NE LILAC ST,HILLSBORO,OR,97124-2764,2377,05,9,3000,197211,2,00,263000000,5,01,201506,0,0,02,0,06,0,0,0,,1 DISTRICT OREGON
581817816,CHALLENGE FOUNDATION,% THE FOUNDATION,14550 SW HAZELTREE TER,TIGARD,OR,97224-2905,0000,03,3,1000,198912,1,04,602000000,2,01,201512,8,7,00,1,12,14715386,6449278,,T22,
581827979,AMERICAN ROSE SOCIETY,% INGRID WAPELHORST,6900 ROGUE RIVER DR,SHADY COVE,OR,97539-9766,7044,03,9,2000,198306,1,16,149000000,5,01,201612,0,0,02,0,12,0,0,0,,ROGUE VALLEY ROSE SOCIETY
581832727,AMERICAN ROSE SOCIETY,% ED KREUTZER,1433 N 13TH ST,COOS BAY,OR,97420-2678,7044,03,9,2000,198306,1,16,149000000,5,01,201712,0,0,02,0,12,0,0,0,,SOUTH WEST OREGON ROSE SOCIETY
581845413,JAMES R KUSE FAMILY FOUNDATION,,PO BOX 8989,PORTLAND,OR,97207-8989,0000,03,3,1000,199004,1,04,602000000,2,01,201612,6,6,00,1,12,4709804,2018773,,,KUSE JAMES R AND SHIRLEY R TTEE
581926121,AMERICAN ROSE SOCIETY,% GRETCHEN HUMPHREY,12385 SW 121ST AVE,TIGARD,OR,97223-3126,7044,03,9,2000,198306,1,16,149000000,5,01,201612,0,0,02,0,12,0,0,0,,PACIFIC NORTHWEST DISTRICT
582040017,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,% TODD WATSON,0615 SW PALATINE HILL RD,PORTLAND,OR,97219-7879,1400,03,9,2000,195712,1,16,059036000,5,01,201706,0,0,02,0,06,0,0,0,,LEWIS & CLARK COLLEGE
582072481,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% SUSAN MATHIS,950 PIONEER LN,BROOKINGS,OR,97415-9210,1599,05,9,3000,196310,2,00,264480279,5,01,201612,0,0,02,0,12,0,0,0,,2051
582072482,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% BILL BINNEWIES,622 9TH AVE,COOS BAY,OR,97420-4540,1599,05,9,3000,196310,2,00,264480279,5,01,201612,0,0,02,0,12,0,0,0,,2221
582072483,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% JAMES L PARRISH,2265 12TH ST,FLORENCE,OR,97439-9692,1599,05,9,3000,196310,2,00,264480279,5,01,201612,0,0,02,0,12,0,0,0,,1751
582072485,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% ROLLIE SMITH,819 N 2ND ST,KLAMATH FALLS,OR,97601-3114,1599,05,9,2000,196310,2,00,264480279,5,01,201612,0,0,02,0,12,0,0,0,,1003
582072489,NATIONAL ACTIVE AND RETIRED FEDERAL EMPLOYEES ASSOCIATION,% JOHN BRODERICK,11980 SW BEAVERWOOD CT,BEAVERTON,OR,97008-7354,1599,05,9,3000,196310,2,00,264480279,5,01,201612,0,0,02,0,12,0,0,0,,1798
582128621,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,% DAWN SALGADO,2043 COLLEGE WAY,FOREST GROVE,OR,97116-1756,1400,03,9,2000,195712,0,16,036000000,5,01,201706,0,0,02,0,06,0,0,0,,PACIFIC UNIVERSITY
582128627,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,% DEANA JULKA,5000 N WILLAMETTE BLVD,PORTLAND,OR,97203-5743,1400,03,9,2000,195712,1,16,059036000,5,01,201706,0,0,02,0,06,0,0,0,,UNIVERSITY OF PORTLAND
582326830,CLOUD OF GLORY MINISTRIES INC,,2831 PALMQUIST,GRESHAM,OR,97080-5271,1620,03,9,1000,196402,0,10,001029000,5,01,,0,0,06,0,12,,,,,
582368549,SEVEN YEARS OF PLENTY,% CYNTHIA WIRTZ,12411 SE MADISON ST,PORTLAND,OR,97233-1222,0000,03,3,1000,199805,1,15,994602000,1,01,201412,0,0,02,0,12,0,0,0,T99,
582437448,DRIFTWOOD NATURE CENTER INC,% ERIC DEAN,PO BOX 5751,CHARLESTON,OR,97420-0644,0000,03,3,1000,199904,1,16,000000000,1,01,201707,0,0,02,0,07,0,0,0,C600,
582669518,BLACKBERRY RIDGE SERVICE DOGS,% EVE PEIRCE,PO BOX 1732,COTTAGE GROVE,OR,97424-0073,0000,03,3,1000,200307,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P86,
582670951,CIVIL LIBERTIES DEFENSE CENTER,% LAUREN REGAN 2,158 E 14TH AVE,EUGENE,OR,97401-3533,0000,03,3,1000,200606,1,15,000000000,1,01,201612,4,4,01,0,12,119752,288965,288938,R20,
582682976,EK KARDIA,% JAMES S GURNEY,14576 MCKENZIE RD,SISTERS,OR,97759-3102,0000,03,3,7000,200601,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
582684796,THE BREEZE GUYS,% WALTER H WIRFS,5210 RIVER RD N APT 3040,KEIZER,OR,97303-4598,0000,07,3,1000,200607,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,N99,
591635074,COUNCIL OF STATE SCHOOL LIBRARY CONSULTANTS,% JENNIFER MAURER,250 WINTER ST NE,SALEM,OR,97301-3929,0000,06,3,1000,198607,2,00,205000000,5,01,201612,0,0,02,0,12,0,0,0,,
591755767,AMERICAN SOCIETY FOR POLITICAL AND LEGAL PHILOSOPHY,% ANDREW VALLS,7749 SE 17TH AVE,PORTLAND,OR,97202-6128,0000,03,3,1000,197711,1,16,123120000,5,01,201612,0,0,02,0,12,0,0,0,,
593108311,COLLECTION CONNECTION OF TAMPA INC,,PO BOX 50128,EUGENE,OR,97405-0970,0000,03,3,1000,199302,1,16,560000000,1,01,201606,4,4,01,0,06,118264,283309,283309,X20J,
593405011,HOMES OF HOPE INTERNATIONAL CORPORATION,% NONE,7476 SW DAISY DR,BEAVERTON,OR,97007-5745,0000,03,3,1000,199908,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P70,
593541644,INDOOR BILLBOARD ADVERTISING ASSOCIATION CORP,% FAT ATOM INTERNET MARKETING,1816 NE ALBERTA ST,PORTLAND,OR,97211-5804,0000,06,3,1000,199908,2,00,000000000,1,01,201612,2,3,01,0,12,21919,54186,54186,S41,
593763660,GOODWILL WORKS,% JIM MARTIN,1010 GREEN ACRES RD,EUGENE,OR,97408-6501,0000,03,3,1000,200303,1,16,000000000,1,01,201612,1,0,02,0,12,2766,0,0,P80,MARTIN JIM
593770019,JACKSONVILLE BOOSTERS FOUNDATION INC,,PO BOX 1061,JACKSONVILLE,OR,97530-1061,0000,03,3,1000,200305,1,15,000000000,1,01,201612,5,3,01,0,12,566982,50723,33271,A80,
593781305,ART WALK ETC,% JUDY HAN,365 NE WILLIAMS RD,GRESHAM,OR,97030-1867,0000,03,3,1000,200804,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,A20,
593794711,ROCKWOOD SUMMER BASEBALL ASSN,% JESSICA MACLAREN,PO BOX 1041,FAIRVIEW,OR,97024-1041,0000,03,3,2000,200610,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,N63,ROCKWOOD JUNIOR BASEBALL
593796997,CHILDRENS NURSING SPECIALTIES INC,,9900 SW GREENBURG RD STE 290,PORTLAND,OR,97223-5405,0000,03,3,1000,200511,1,16,000000000,1,01,201612,6,7,01,0,12,1555098,5057760,5017864,E90,NURSINGALE
593805880,OREGON ASSOCIATION OF PROFESSIONAL ENERGY MANAGERS,% ERIC BAXTER,PO BOX 6764,PORTLAND,OR,97228-6764,0000,03,3,1200,200604,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,C03,APEM
593806649,HAPPY VALLEY BUSINESS ASSOCIATION,% GARY DUELL,16000 SE MISTY DR,HAPPY VALLEY,OR,97086-4288,0000,06,3,3000,201211,2,00,000000000,1,01,201606,0,0,02,0,06,0,0,0,S41,
593810598,BEREAN WAY INC,% JEFFREY M VALDES,PO BOX 4311,TUALATIN,OR,97062-4311,0000,03,3,1200,200511,1,15,000000000,1,01,201612,2,3,01,0,12,15354,72432,72432,X80,
593813059,JEFFERSON REGIONAL HEALTH ALLIANCE,% CARLTON L PURVIS III,670 SUPERIOR CT STE 108,MEDFORD,OR,97504-6179,0000,03,3,1000,200812,1,15,000000000,1,01,201612,4,4,01,0,12,119315,187291,187291,E22,
593813818,HILLSBORO COMMUNITY YOUTH CHOIR INC,,7325 NE IMBRIE DRIVE SUITE 241,HILLSBORO,OR,97124-7595,0000,03,3,2000,200510,1,15,000000000,1,01,201706,0,0,02,0,06,0,0,0,A6B,
593815980,MADRONE TRAIL INITIATIVE,,3070 ROSS LN,CENTRAL POINT,OR,97502-1325,0000,03,3,2000,200612,1,11,000000000,1,01,201606,6,6,01,0,06,1205590,1415188,1379114,B29,
593819751,SALEM DOWNTOWN PARTNERSHIP,% CAROLE SMITH,363 COURT ST NE,SALEM,OR,97301-3526,0000,06,3,2000,200601,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,S41,
593820238,LIVING PRAISE PENTECOSTAL CHURCH OF GOD,% HARMON D DICKEY,PO BOX 3203,CENTRAL POINT,OR,97502-0007,1446,03,9,7000,195902,1,10,268120230,5,01,,0,0,06,0,12,,,,,
593821520,SANTIAM MENS CLUB,% ROBERT BARLOW,PO BOX 207,STAYTON,OR,97383-0207,0000,07,3,1000,201311,2,00,000000000,5,01,201612,0,0,02,0,12,0,0,0,N50,MYERS GRANT E
593823361,TREE OF LIFE COMMUNITY CHURCH,,15605 SW BEVERLY BEACH CT,BEAVERTON,OR,97007-5025,0000,03,3,7000,200704,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,SCHAAD KEITH E
593824209,CASCADE HEIGHTS CHARTER SCHOOL,,15301 SE 92ND AVE,CLACKAMAS,OR,97015-9648,0000,03,3,2000,200703,1,11,000000000,1,01,201706,6,6,01,0,06,1004895,1461798,1461798,B29,
593828026,MEDIA ARTS AND TECHNOLOGY INSTITUTE,% REG C BRADLEY,2715 N EMERSON ST,PORTLAND,OR,97217-3820,0000,03,3,2000,200607,1,15,000000000,1,01,201506,0,0,02,0,06,0,0,0,A25,
593831188,BACH CANTATA CHOIR,% RALPH NELSON,3570 NE MATHISON PL,PORTLAND,OR,97212-2730,0000,03,3,1000,200610,1,15,000000000,1,01,201706,2,4,01,0,06,16828,103442,103442,A6B,
593835542,OREGON PROFESSORS OF EDUCATIONAL ADMINISTRATION,% MARC SHELTON,414 N MERIDIAN V124,NEWBERG,OR,97132-2697,0000,03,3,2000,201404,1,16,000000000,1,01,201708,0,0,02,0,08,0,0,0,B90,
611281418,INTERNATIONAL SOCIETY OF BONE MORPHOMETRY INC,% THOMAS J WRONSKI,108 MILAM HALL OREGON STATE UNIVERS,CORVALLIS,OR,97331-0000,0000,03,3,1000,199609,1,15,995123000,1,01,201612,4,1,02,0,12,105006,1937,1937,P20,
611406102,AFRICAN CHILDRENS LIBRARIES,% ANN EASTERLY,15057 S CLACKAMAS RIVER DR,OREGON CITY,OR,97045-9488,0000,03,3,1000,201302,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,B99,
611408063,WRITERS ON THE EDGE,% CHARLOTTE DINOLT,428 NW 17TH ST,NEWPORT,OR,97365-2319,0000,03,3,1000,200205,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,A20,
611414156,MIXTECA CHRISTIAN FELLOWSHIP,,PO BOX 13755,SALEM,OR,97309-1755,0000,03,3,1270,200508,1,15,000000000,1,01,201612,3,3,02,0,12,36307,42893,42893,X21,
611431341,TUALATIN HILLS WATER POLO CLUB INC,% DEBORAH EIMSTAD,16055 SW WALKER RD 156,BEAVERTON,OR,97006-4942,0000,03,3,1200,200301,1,16,000000000,1,01,201612,4,4,01,0,12,207291,397625,364580,N60,
611438335,TOASTMASTERS INTERNATIONAL,% EMBRACING CULTURES TOASTMASTERS,7415 SW 37TH AVE,PORTLAND,OR,97219-1635,0820,03,9,2000,194505,1,16,059319000,5,01,201612,0,0,02,0,12,0,0,0,,8741 EMBRACING CULTURES TOASTMASTER
611455323,BAHAIS OF REDMOND,% MRS BRENDA J THORNBURG,745 NW 19TH PL,REDMOND,OR,97756-8803,9508,03,9,7000,199505,1,10,001000000,1,01,,0,0,06,0,12,,,,,5872 REDMOND
611460783,ALOHA BREEZE SOFTBALL COMBS,% ROBERT COMBS,20522 SW LYON CT,ALOHA,OR,97078-2228,0000,03,3,1200,200402,1,15,000000000,5,01,201712,0,0,02,0,12,0,0,0,N63,
611466974,EAGLE CHARTER SCHOOL,,999 A LOCUST ST NE,SALEM,OR,97301-0687,0000,03,3,2000,200608,1,11,000000000,1,01,201606,4,5,01,0,06,380868,995951,995951,B21,
611475497,JOYS OF LIVING ASSISTANCE DOGS,% JOY ST PETER,PO BOX 12023,SALEM,OR,97309-0023,0000,03,3,1000,200503,1,15,000000000,1,01,201612,3,4,01,0,12,91365,108540,105061,,
611484834,HIS DESIGN MINISTRIES INC,% GAYLE YODER,PO BOX 441,ECHO,OR,97826-0441,0000,03,3,7000,200906,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,X21,
611484919,HIS HEALING TOUCH,% CHARLES INSLEY,10520 SW 63RD DR,PORTLAND,OR,97219-6654,0000,03,3,7000,200512,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,X20,
611487663,HISTORIC COLUMBIAN CEMETERY ORG,% JANE GILLE,PO BOX 261,BRIGHTWOOD,OR,97011-0261,0000,13,3,1000,201209,1,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,Y50,
611488500,NW BICYCLE SAFETY COUNCIL,% BRUCE BUFFINGTON,4804 NW BETHANY BLVD STE I 2 PMB250,PORTLAND,OR,97229-9195,0000,03,3,1000,200607,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,N60,
611491180,OREGON PROGRESSIVE FUND INC,% ROBERT PALMER,209 SW OAK ST STE 500,PORTLAND,OR,97204-2740,0000,04,3,1000,200607,2,00,000000000,1,01,201612,3,3,01,0,12,34928,76506,76506,R40,
611499793,CHILDRENS HEALING ART PROJECT INC,% SARAH PANETTA,8065 SE GRAND AVE STE 160,PORTLAND,OR,97202-6586,0000,03,3,1000,200608,1,15,000000000,1,01,201612,4,4,01,0,12,157515,416123,324949,P30,
611500398,FRIENDS OF LAKE BILLY CHINOOK FOUNDATION,% GLENNYS LINDSAY,13045 SW THAT WAY LN,CULVER,OR,97734-9539,0000,03,3,1000,200609,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,C32,
611503148,SAFE HAVEN CHRISTIAN CENTER INCORPORATED,% SOPHIA LUKE,PO BOX 7254,SPRINGFIELD,OR,97475-0011,0000,03,3,7000,200805,1,10,000000000,1,01,,0,0,06,0,12,,,,X200,
611506357,NOBLE BURIAL ASSOCIATION,% ROGER K FENDALL,15555 NE NORTH VALLEY RD,NEWBERG,OR,97132-6577,0000,13,3,1000,200611,2,00,000000000,5,01,201704,0,0,02,0,04,0,0,0,Y50,
611509137,AMERICAN LEGION,% MICHAEL TEECE,PO BOX 634,JOSEPH,OR,97846-0634,0925,19,9,1000,194603,1,00,907908000,5,01,201612,0,0,02,0,12,0,0,0,,157 WALLOWA LAKE
611511841,HOLLEY SCHOOL PTC,% BETTY MINER,40336 CRAWFORDSVILLE DR,SWEET HOME,OR,97386-9633,0000,03,3,1000,201202,1,16,000000000,1,01,201706,0,0,02,0,06,0,0,0,B94,
611512620,WHEELER COUNTY FAIR PARDNERS,,PO BOX 291,FOSSIL,OR,97830-0291,0000,03,3,1000,200602,1,15,000000000,1,01,201506,0,0,02,0,06,0,0,0,,
611524236,NORTHWEST FOOD PROCESSORS EDUCATION AND RESEARCH INSTITUTE,% DAVID F ZEPPONI,8338 NE ALDERWOOD RD STE 160,PORTLAND,OR,97220-6811,0000,03,3,1000,200810,1,15,000000000,1,01,201605,5,2,02,0,05,519582,24833,24833,U99,
611539989,OREGON SOCIETY OF DIRECTORS OF VOLUNTEER SERVICES,% VESTA SMITH,2801 N GANTENBEIN AVE,PORTLAND,OR,97227-1623,0000,06,3,1000,201408,2,00,000000000,5,01,201706,0,0,02,0,06,0,0,0,Z99,
611541009,VOXENT,,1881 SW NAITO PARKWAY,PORTLAND,OR,97201-5195,0000,03,3,1000,200712,1,17,000000000,1,01,201612,5,6,01,0,12,923854,4460450,4460450,T30,
611551935,CASA OF LINCOLN COUNTY INC,% DANIEL T MCCARTHY,PO BOX 116,NEWPORT,OR,97365-0135,0000,03,3,1000,200803,1,15,000000000,1,01,201706,2,4,01,0,06,13816,189935,185868,O01,
611552309,REDMOND SPORTS FEDERATION,% DAVID K LAU,PO BOX 1508,REDMOND,OR,97756-0500,0000,03,3,1200,200902,1,16,000000000,1,01,201612,3,4,01,0,12,81932,224121,212796,N99,
611553626,ATHENA CALEDONIAN GAMES,% SUE FRIESE,PO BOX 161,ATHENA,OR,97813-0161,0000,03,3,1000,200901,1,16,000000000,1,01,201708,0,0,02,0,08,0,0,0,N52,
611557140,THE CIRCUS PROJECT,% JENNIFER COHEN,1420 NW 17TH AVE STE 388,PORTLAND,OR,97209-2447,0000,03,3,1000,200810,1,15,000000000,1,01,201612,5,5,01,0,12,603544,701837,701837,O50,
611563291,POV DANCE,% NOEL PLEMMONS,5625 SE POWELL BLVD,PORTLAND,OR,97206-2957,0000,03,3,1000,200903,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,A62,
611566399,SHERIDAN VOLUNTEER FIREFIGHTERS ASSOCIATION,% JUDY BREEDEN,230 SW MILL ST,SHERIDAN,OR,97378-1729,0000,03,3,1000,200901,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,P60,
611569938,HMONG AMERICAN COMMUNITY OF OREGON LLC,% HMONG AMERICAN COMMUNITY OF OREGO,18441 SE TILLSTROM RD,DAMASCUS,OR,97089-5612,0000,03,3,1000,201403,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,A23,H A C O
611571666,TOPS CLUB INC,% JOANN QUERIN,PO BOX 7099,BROOKINGS,OR,97415-0361,5501,03,9,1200,200809,1,16,000000000,5,01,201703,0,0,02,0,03,0,0,0,,0432 BROOKINGS TOPS OR
611573300,KEIZER CHAMBER FOUNDATION,% CHRISTINE DIEKER,5676 WILLAPA ST NE,KEIZER,OR,97303-2036,0000,03,3,1000,200910,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,S20,
611581305,CAST EDUCATION FOUNDATION,% PHYLLIS CAST,PO BOX 10327,PORTLAND,OR,97296-0327,0000,03,3,1000,201009,1,04,000000000,1,01,201612,1,1,00,1,12,3793,5983,,B82,
611582953,SEASIDE TSUNAMI AMATEUR RADIO SOCIETY,% TERRY WILLIAMS PRESIDENT,PO BOX 128,SEASIDE,OR,97138-0128,0000,03,3,1000,201102,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,M20,
611588395,BEAVERTON HIGH SCHOOL GIRLS LACROSSE,% ERIN LAPERLE,18210 SW FALLATIN CT,BEAVERTON,OR,97007-7787,0000,03,3,1000,201002,1,16,000000000,5,01,201710,0,0,02,0,10,0,0,0,N60,
611588434,RADIANT-A JESUS CHURCH,% JOHN S VREDEVELT,PO BOX 3522,GRESHAM,OR,97030-0369,0000,03,3,1270,201107,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
611590160,CAUSA OF OREGON,% JOSE FRANCISCO LOPEZ,700 MARION ST NE,SALEM,OR,97301-3829,0000,03,3,1200,200911,1,15,000000000,1,01,201612,4,5,01,0,12,350311,784538,776545,Q70,
611593017,SOUTHERN OREGON KOREAN WAR VETERANS CHAPTER 315,% RONALD DELPHY,1517 AGAPE WAY,GRANTS PASS,OR,97527-6377,0000,19,3,1000,201208,2,00,000000000,1,01,201609,0,0,02,0,09,0,0,0,W30,
611593530,BAKER VALLEY SDA SCHOOL,,42171 CHICO RD,BAKER CITY,OR,97814-0000,1071,03,9,7000,194704,1,10,211029000,5,01,,0,0,06,0,12,,,,,
611594918,FREEDOM POINTE CHURCH,% BOBBY JOE BLAKE,4695 SCOTTDALE ST,EUGENE,OR,97404-1137,1675,03,9,7000,196408,1,10,000000000,5,01,,0,0,06,0,12,,,,,
611600441,PHILOMATH BOOSTER CLUB,% JACKIE THORSNESS,PO BOX 1088,PHILOMATH,OR,97370-1088,0000,03,3,1200,200912,1,15,000000000,5,01,201507,3,3,01,0,07,83030,71499,42971,B112,
611600604,MINERVA 104 ORDER OF EASTERN STAR,% JANIE LONG,16310 SE STERLING CIR,MILWAUKIE,OR,97267-4557,0000,08,3,1000,201311,1,00,000000000,5,01,201706,0,0,02,0,06,0,0,0,Y41,
611601382,YAKOTE WOMEN FARMERS PROJECT,% MARILYN SCHUSTER,6687 14TH AVE NE,KEIZER,OR,97303-1871,0000,03,3,1000,201001,1,15,000000000,1,01,201612,0,0,02,0,12,0,0,0,Q33,
611602933,CURRY COUNTY HOMELESS COALITION,,PO BOX 349,GOLD BEACH,OR,97444-0349,0000,03,3,1000,201705,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,P85,
611603693,WILDCAT BASKETBALL CLUB,% JOSHUA UNRUH,29030 SW TOWN CENTER LP EST 202 PM,WILSONVILLE,OR,97070-0000,0000,03,3,2000,201012,1,16,000000000,1,01,201704,1,3,01,0,04,5296,74348,74210,N62,
611605708,SOCIETY FOR WILDLIFE FORENSIC SCIENCE,% EDGARD O ESPINOZA,1098 PLEASANT WAY,ASHLAND,OR,97520-3254,0000,06,3,2000,201105,2,00,000000000,1,01,201612,0,0,02,0,12,0,0,0,S40,
611605964,WHEATSTOCK,% KYLIE MCCLINTOCK,PO BOX 1214,PENDLETON,OR,97801-0170,0000,03,3,2000,201005,1,15,000000000,0,01,201612,0,0,02,0,12,0,0,0,,
611606898,DEPARTMENT OF OREGON LADIES AUXILIARY TO THE VFW OF THE U S,% ODETTE FORCE,2135 LOCH DR,SPRINGFIELD,OR,97477-6515,5743,19,9,1000,201007,2,00,000000000,5,01,201706,0,0,02,0,06,0,0,0,W30,7384 VFW AUXILIARY TO COBURG POST
611609768,SOUTHERN OREGON CHAPTER OF ROBERT MORRIS ASSOCIATES GROUP,% BILL PRITCHETT,1311 E BARNETT RD,MEDFORD,OR,97504-8225,0000,06,3,1000,201009,2,00,000000000,5,01,201608,0,0,02,0,08,0,0,0,S41,RMA CHAPTER OF SOUTHERN OREGON
611612434,JOBS DAUGHTERS INTERNATIONAL,% AMY KELSEY-GREEN,PO BOX 3946,WILSONVILLE,OR,97070-3946,3740,03,9,2000,200104,2,15,000000000,5,01,201706,0,0,02,0,06,0,0,0,,19 BETHEL
